,merr0,merr1,merr2
0,9.960388973685404,42.68208446775337,64.6041598885537
1,7.787811863315073,53.742653871800194,38.35027172112811
2,9.171515475055054,35.29602946280871,24.418143679315843
3,9.117003453150357,24.473478075002404,18.287750756240616
4,11.82694551290835,20.042888096950367,24.510235862288372
5,12.295276621259932,20.96646025299779,24.279119546341462
6,13.262512409085735,20.171469227246305,28.19592212306517
7,12.75438300135,16.903685862164426,25.556603638268754
8,13.12462645791253,18.42763980694934,28.947315788612705
9,13.243161068223726,24.459561566777623,32.69337782580633
10,13.005988757065587,24.700142535255456,34.83487295778774
11,11.477035114970375,24.79226565353989,35.03010687557299
12,10.127110177108522,20.66903545193791,31.103275284420434
13,10.096642524949056,19.680008281729922,30.22526171378073
14,9.975937563181715,19.702637769960408,30.16440992985724
15,10.185924150581593,24.82382598605579,30.772897138536532
16,10.551415859221136,20.86310131735348,27.75200078273498
17,9.540030781207115,19.046294749386615,27.955140854436376
18,8.036041640997594,20.21036730657065,27.94523963285791
19,7.644081792520066,16.7808660825831,28.03282327660329
20,7.3816471992436865,10.740544621910248,22.41900895564775
21,7.028270757547163,11.466913520371234,23.116208565371366
22,7.159912479837658,13.513631826531299,24.379763122799314
23,7.310022782900069,13.324646560026446,19.78513055588243
24,7.226760612530776,13.293052714154049,19.19990684730293
25,7.241037594494258,12.998211172803172,19.228499139972364
26,7.161388221629941,14.98501004073019,16.81900743534081
27,6.813118633587254,16.88796871274045,14.983068362845314
28,7.775932549171827,13.931326478996436,16.034230003574837
29,9.032500348176878,11.483413490645983,18.50382013683208
30,9.688453186779064,9.296370808163857,15.891831832714274
31,9.37590796681229,11.923726824049739,14.98281842750302
32,9.324115340325092,13.796752543178927,15.250658846876634
33,9.338058667388543,13.598605905564257,15.446195356934094
34,9.295243545445098,12.963296962754818,16.331860353145956
35,9.020869000058639,13.492374936971915,16.974977120332383
36,8.160268500475262,13.887199131775112,22.876962560627316
37,8.589123276123654,17.41933904205058,22.948354509512036
38,8.688674672423684,18.257219815745735,22.70714687233954
39,8.58283104814083,17.51472063900601,23.332312196767415
40,8.552891498519212,17.334036161237112,23.426484180510407
41,8.550409561551842,17.38711588962133,23.464066535923383
42,8.550931671644982,17.4203807746353,23.345136459825998
43,8.549696039405099,17.403456512003093,23.179268296939483
44,8.549576456071604,17.449065094612834,23.033396726521843
45,8.555749576556046,17.507043780501114,22.70711393842151
46,8.557867064587672,17.519046540999764,21.73648946920056
47,8.572621562353076,17.581450094191645,20.345898852683057
48,8.577713538746954,17.536855996758014,19.824345206036906
49,8.581461421062981,17.190289390963834,21.24495603755606
50,8.578814830977418,16.524251476050264,21.978279760289652
51,8.579871453310709,14.758580844977478,22.345790640466088
52,8.539510275028045,14.171347264716665,21.941964232372868
53,8.540251452106151,15.735319806245407,21.894745911638584
54,8.544080941369758,16.602158516317687,21.787464289426232
55,8.546408315251428,16.843092498400623,21.639922555330998
56,8.532091304224174,16.74546444839941,21.08567692460918
57,8.532968774572824,16.74814305834145,20.63798371321633
58,8.533442554888977,16.746493342256308,19.84451478719633
59,8.529156236566719,16.743246118267507,18.68236481583636
60,8.5190750165497,16.675477499739902,16.89603593869418
61,8.510477090984558,16.6590949148046,16.738622033409964
62,8.503743150865475,16.639517549461928,16.669882075662624
63,8.504264935603898,16.625868610906945,16.591568089142775
64,8.501327276119916,16.621951808340057,16.531773231268716
65,8.504014150231978,16.594179276263066,16.500983962752244
66,8.495097355465932,16.558101392294333,16.42578594131244
67,8.495804678781676,16.517905033827823,16.432414110897827
68,8.498750258931283,16.45939257588123,16.386824512210545
69,8.487700315885412,16.469503590197274,16.255670070600665
70,8.475035383181105,16.823274280810924,16.09685826249251
71,8.894521893565967,17.739362430163553,16.215022188361072
72,9.777802542566148,20.399411523788206,18.684563720188436
73,10.166108514729892,21.047533463473492,20.059667516392818
74,10.439489605114522,21.435915782168255,20.460492709604214
75,10.428439807135733,21.454315934262553,20.49846253407227
76,10.419057435839271,21.486577416314294,20.543464517061896
77,10.40882290928848,21.503717978211313,20.594920729366393
78,10.397422681932238,21.496914509345604,20.636585000823736
79,10.392745189120227,21.53950940511575,20.654497301874702
80,10.386753404364692,21.60048970131582,20.67706295362164
81,10.381112123463582,21.65490494663243,20.703938608999042
82,10.379406813144563,21.75188547909879,20.726142357745772
83,10.375627094887479,21.86240015900167,20.744306053292732
84,10.375768681339636,21.99065259168573,20.746311083724855
85,10.377336906322522,22.099023619938215,20.741389970381586
86,10.38018727244136,22.148684203300956,20.72276580814218
87,10.387695098315364,22.114369258064965,20.685707441345457
88,10.396357861009115,22.008310315724245,20.64780602022363
89,10.416113633699835,21.55721021102979,20.485180125887783
90,10.4290100565389,21.80081014479339,20.301724024433664
91,10.423621712796672,23.86420484780858,20.21317631181285
92,10.410384776020225,24.878596523267312,20.23274519854204
93,10.410674643302722,25.311806614012866,20.217953253066593
94,10.418399136374799,25.325999495471752,20.209323048748807
95,10.419297137897672,25.30886435096174,20.21153673415172
96,10.398744174533336,25.214290326952035,20.268710676591738
97,10.329330716945224,25.06998729053968,20.47967974897729
98,10.182725316019335,24.948524662623832,20.68787896984106
99,10.17633162627569,24.839043902811124,20.859023129319258
100,10.17435245081085,24.83645355716375,20.863615787215245
101,10.174475347871727,24.83835497628294,20.863982567778855
102,10.177517597422236,24.838165042920775,20.86123278289473
103,10.17715787530574,24.835699131896817,20.87013083751223
104,10.180673476880632,24.854407431019578,20.864275905915456
105,10.269060107835703,24.92199692069028,20.73962422875042
106,10.932392898626587,24.80154002900218,20.701407903976758
107,9.143039744188858,21.684923103563225,24.039081473779593
108,8.810884931530017,21.988462188971088,24.27398242585398
109,9.747529776486907,22.92166621024394,23.73844691695656
110,9.747529776486907,22.92166621024394,23.245017521458113
